TITLU_RAPORT,ANEXA,COD_ORDONATOR,ORDONATOR,CAPITOL,SUBCAPITOL,PARAGRAF,GRUPA,ARTICOL,ALINEAT,DENUMIRE,PROGRAM_2025,ESTIMARI2026,ESTIMARI2027,ESTIMARI2028
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,20,,,I.Credite de angajament,330.676,350.630,358.355,367.485
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,20,,,II.Credite bugetare,330.532,350.486,358.207,367.338
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,50,,,TITLUL V FONDURI DE REZERVA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,50,,,I.Credite de angajament,1.854.315,1.000.000,1.000.000,1.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,50,,,II.Credite bugetare,1.854.315,1.000.000,1.000.000,1.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,55,,,I.Credite de angajament,347.125,736.922,529.506,422.620
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,55,,,II.Credite bugetare,347.125,736.922,529.506,422.620
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,59,,,I.Credite de angajament,3.016.304,3.767.258,2.774.491,787.897
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,59,,,II.Credite bugetare,3.016.304,3.767.258,2.774.491,787.897
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,70,,,I.Credite de angajament,2.362.876,70.000,70.000,70.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,70,,,II.Credite bugetare,2.362.876,70.000,70.000,70.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,72,,,TITLUL XVI ACTIVE FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,72,,,I.Credite de angajament,2.362.876,70.000,70.000,70.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,72,,,II.Credite bugetare,2.362.876,70.000,70.000,70.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,02,,,,, Fond de rezerva bugetara la dispozitia Guvernului,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,02,,,,,II.Credite bugetare,1.854.315,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,11,,,,, Asistenta nationala externa pentru dezvoltare,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,11,,,,,II.Credite bugetare,29.400,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,14,,,,," Plata valorii de executare a garantiei in cadrul programului ""Prima casa/Noua casa""",,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,14,,,,,II.Credite bugetare,15.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,15,,,,,Sume rezultate din executarea garantiilor acordate din bugetul de stat,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,15,,,,,II.Credite bugetare,300.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,50,,,,, Alte servicii publice generale,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,50,,,,,II.Credite bugetare,5.712.437,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,,,,,,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,,,,,,I.Credite de angajament,41.469.180,49.586.397,62.571.442,71.127.998
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,,,,,,II.Credite bugetare,41.456.940,49.586.397,62.564.787,71.127.998
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,01,,,I.Credite de angajament,40.409.718,46.953.224,59.869.807,68.372.330
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,01,,,II.Credite bugetare,40.397.478,46.953.224,59.863.152,68.372.330
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,20,,,I.Credite de angajament,242.150,185.940,198.173,197.264
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,20,,,II.Credite bugetare,229.910,185.940,191.518,197.264
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,30,,,TITLUL III DOBANZI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,30,,,I.Credite de angajament,40.094.293,46.600.000,59.500.000,68.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,30,,,II.Credite bugetare,40.094.293,46.600.000,59.500.000,68.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,51,,,I.Credite de angajament,73.275,167.284,171.634,175.066
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,51,,,II.Credite bugetare,73.275,167.284,171.634,175.066
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,79,,,OPERATIUNI FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,79,,,I.Credite de angajament,1.059.462,2.633.173,2.701.635,2.755.668
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,79,,,II.Credite bugetare,1.059.462,2.633.173,2.701.635,2.755.668
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,81,,,TITLUL XIX RAMBURSARI DE CREDITE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,81,,,I.Credite de angajament,1.059.462,2.633.173,2.701.635,2.755.668
BUGETUL DE STAT,Anexa nr.1,00,Total,5501,  ,  ,81,,,II.Credite bugetare,1.059.462,2.633.173,2.701.635,2.755.668
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,,,,,,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,,,,,,I.Credite de angajament,39.297.200,41.983.259,40.114.479,41.173.763
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,,,,,,II.Credite bugetare,39.297.200,41.983.259,40.114.479,41.173.763
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,  ,  ,01,,,I.Credite de angajament,39.297.200,41.983.259,40.114.479,41.173.763
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,  ,  ,01,,,II.Credite bugetare,39.297.200,41.983.259,40.114.479,41.173.763
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,  ,  ,51,,,I.Credite de angajament,39.297.200,41.983.259,40.114.479,41.173.763
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,  ,  ,51,,,II.Credite bugetare,39.297.200,41.983.259,40.114.479,41.173.763
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,02,,,,, Transferuri din bugetul de stat catre bugetul asigurarilor sociale de stat,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,02,,,,,II.Credite bugetare,35.443.076,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,04,,,,, Transferuri din bugetul de stat catre bugetul fondului de asigurari sociale de sanatate,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5601,04,,,,,II.Credite bugetare,3.854.124,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,,,,"Partea a II-a APARARE,ORDINE PUBLICA SI SIGURANTA NATIONALA",,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,,,,I.Credite de angajament,131.745.113,82.481.195,86.851.125,89.012.589
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,,,,II.Credite bugetare,68.721.591,71.622.934,82.115.824,86.705.062
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,01,,,I.Credite de angajament,57.325.533,53.064.878,55.667.820,59.993.782
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,01,,,II.Credite bugetare,53.727.195,53.562.981,55.312.120,58.750.741
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,10,,,I.Credite de angajament,39.970.721,42.321.658,44.429.173,47.534.252
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,10,,,II.Credite bugetare,39.970.721,42.321.658,44.429.173,47.534.252
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,20,,,I.Credite de angajament,6.059.442,6.384.155,7.040.969,7.694.083
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,20,,,II.Credite bugetare,4.774.024,5.142.467,5.252.355,5.319.215
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE  ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,51,,,I.Credite de angajament,3.625.342,3.398.018,3.261.945,3.681.233
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,51,,,II.Credite bugetare,3.409.192,3.586.305,3.827.813,4.070.239
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,55,,,I.Credite de angajament,708.004,647.560,727.033,844.722
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,55,,,II.Credite bugetare,651.731,699.613,761.504,854.602
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,56,,,I.Credite de angajament,2.275.405,103.526,24.281,47.121
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,56,,,II.Credite bugetare,1.489.925,716.261,643.788,567.046
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,57,,,TITLUL IX ASISTENTA SOCIALA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,57,,,I.Credite de angajament,109.708,117.212,125.465,134.500
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,57,,,II.Credite bugetare,109.708,117.212,125.465,134.500
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,58,,,I.Credite de angajament,64.541,2.660,3.120,1.630
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,58,,,II.Credite bugetare,62.789,2.660,3.120,1.630
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,59,,,I.Credite de angajament,33.057,28.451,28.902,29.257
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,59,,,II.Credite bugetare,33.057,28.451,28.902,29.257
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,60,,,I.Credite de angajament,3.824.358,13.121,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,60,,,II.Credite bugetare,2.670.479,563.799,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,61,,,I.Credite de angajament,135.826,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,61,,,II.Credite bugetare,290.569,144.555,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,65,,,TITLUL XIV CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,65,,,I.Credite de angajament,519.129,48.517,26.932,26.984
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,65,,,II.Credite bugetare,265.000,240.000,240.000,240.000
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,70,,,I.Credite de angajament,74.419.580,29.416.317,31.183.305,29.018.807
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,70,,,II.Credite bugetare,14.994.396,18.059.953,26.803.704,27.954.321
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,71,,,I.Credite de angajament,74.419.580,29.416.317,31.183.305,29.018.807
BUGETUL DE STAT,Anexa nr.1,00,Total,6000,01,  ,71,,,II.Credite bugetare,14.994.396,18.059.953,26.803.704,27.954.321
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,,,,,,APARARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,,,,,,I.Credite de angajament,84.875.604,44.347.626,46.955.881,46.684.975
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,,,,,,II.Credite bugetare,27.327.244,32.112.663,41.667.015,43.735.535
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,01,,,I.Credite de angajament,15.075.689,16.541.223,17.782.113,19.373.888
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,01,,,II.Credite bugetare,13.762.589,15.384.394,16.065.589,17.015.544
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,10,,,I.Credite de angajament,10.093.160,11.233.403,11.811.549,12.672.907
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,10,,,II.Credite bugetare,10.093.160,11.233.403,11.811.549,12.672.907
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,20,,,I.Credite de angajament,3.762.500,3.977.297,4.542.016,5.140.148
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,20,,,II.Credite bugetare,2.505.673,2.768.415,2.791.021,2.771.924
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,51,,,I.Credite de angajament,429.817,583.855,614.363,622.412
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,51,,,II.Credite bugetare,429.817,583.855,614.363,622.412
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,55,,,I.Credite de angajament,675.982,611.673,690.212,807.165
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,55,,,II.Credite bugetare,619.709,663.726,724.683,817.045
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,56,,,I.Credite de angajament,8.458,21.700,1.600,1.800
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,56,,,II.Credite bugetare,8.458,21.700,1.600,1.800
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,57,,,TITLUL IX ASISTENTA SOCIALA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,57,,,I.Credite de angajament,103.420,110.527,118.430,127.003
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,57,,,II.Credite bugetare,103.420,110.527,118.430,127.003
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,58,,,I.Credite de angajament,1.620,1.945,3.120,1.630
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,58,,,II.Credite bugetare,1.620,1.945,3.120,1.630
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,59,,,I.Credite de angajament,732,823,823,823
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,59,,,II.Credite bugetare,732,823,823,823
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,70,,,I.Credite de angajament,69.799.915,27.806.403,29.173.768,27.311.087
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,70,,,II.Credite bugetare,13.564.655,16.728.269,25.601.426,26.719.991
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,71,,,I.Credite de angajament,69.799.915,27.806.403,29.173.768,27.311.087
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,  ,  ,71,,,II.Credite bugetare,13.564.655,16.728.269,25.601.426,26.719.991
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,01,,,,, Administratie centrala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,01,,,,,II.Credite bugetare,1.005.343,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,02,,,,, Aparare nationala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,02,,,,,II.Credite bugetare,25.531.154,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,03,,,,, Participarea la misiuni si operatiuni militare in afara teritoriului statului roman,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,03,,,,,II.Credite bugetare,443.655,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,25,,,,, Cercetare si dezvoltare pentru aparare,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,25,,,,,II.Credite bugetare,181.769,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,50,,,,, Alte cheltuieli in domeniul apararii,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,50,,,,,II.Credite bugetare,165.323,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,50,01,,,, Structuri militare nationale,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,50,01,,,,II.Credite bugetare,48.389,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,50,02,,,, Structuri militare multinationale dislocate pe teritoriul statului roman,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6001,50,02,,,,II.Credite bugetare,116.934,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,,,,,,ORDINE PUBLICA SI SIGURANTA NATIONALA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,,,,,,I.Credite de angajament,46.869.509,38.133.569,39.895.244,42.327.614
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,,,,,,II.Credite bugetare,41.394.347,39.510.271,40.448.809,42.969.527
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,01,,,I.Credite de angajament,42.249.844,36.523.655,37.885.707,40.619.894
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,01,,,II.Credite bugetare,39.964.606,38.178.587,39.246.531,41.735.197
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,10,,,I.Credite de angajament,29.877.561,31.088.255,32.617.624,34.861.345
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,10,,,II.Credite bugetare,29.877.561,31.088.255,32.617.624,34.861.345
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,20,,,I.Credite de angajament,2.296.942,2.406.858,2.498.953,2.553.935
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,20,,,II.Credite bugetare,2.268.351,2.374.052,2.461.334,2.547.291
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,51,,,I.Credite de angajament,3.195.525,2.814.163,2.647.582,3.058.821
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,51,,,II.Credite bugetare,2.979.375,3.002.450,3.213.450,3.447.827
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,55,,,I.Credite de angajament,32.022,35.887,36.821,37.557
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,55,,,II.Credite bugetare,32.022,35.887,36.821,37.557
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,56,,,I.Credite de angajament,2.266.947,81.826,22.681,45.321
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,56,,,II.Credite bugetare,1.481.467,694.561,642.188,565.246
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,57,,,TITLUL IX ASISTENTA SOCIALA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,57,,,I.Credite de angajament,6.288,6.685,7.035,7.497
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,57,,,II.Credite bugetare,6.288,6.685,7.035,7.497
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,58,,,I.Credite de angajament,62.921,715,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,58,,,II.Credite bugetare,61.169,715,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,59,,,I.Credite de angajament,32.325,27.628,28.079,28.434
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,59,,,II.Credite bugetare,32.325,27.628,28.079,28.434
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,60,,,I.Credite de angajament,3.824.358,13.121,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,60,,,II.Credite bugetare,2.670.479,563.799,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,61,,,I.Credite de angajament,135.826,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,61,,,II.Credite bugetare,290.569,144.555,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,65,,,TITLUL XIV CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,65,,,I.Credite de angajament,519.129,48.517,26.932,26.984
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,65,,,II.Credite bugetare,265.000,240.000,240.000,240.000
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,70,,,I.Credite de angajament,4.619.665,1.609.914,2.009.537,1.707.720
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,70,,,II.Credite bugetare,1.429.741,1.331.684,1.202.278,1.234.330
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,71,,,I.Credite de angajament,4.619.665,1.609.914,2.009.537,1.707.720
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,  ,  ,71,,,II.Credite bugetare,1.429.741,1.331.684,1.202.278,1.234.330
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,01,,,,, Administratia centrala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,01,,,,,II.Credite bugetare,4.186.348,,,
