TITLU_RAPORT,ANEXA,COD_ORDONATOR,ORDONATOR,CAPITOL,SUBCAPITOL,PARAGRAF,GRUPA,ARTICOL,ALINEAT,DENUMIRE,PROGRAM_2025,ESTIMARI2026,ESTIMARI2027,ESTIMARI2028
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,  ,  ,71,,,I.Credite de angajament,28.800,44.127,48.090,46.745
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,  ,  ,71,,,II.Credite bugetare,27.700,48.927,49.690,46.745
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,  ,  ,79,,,OPERATIUNI FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,  ,  ,79,,,I.Credite de angajament,2.500,1.282,1.315,1.342
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,  ,  ,79,,,II.Credite bugetare,2.500,1.282,1.315,1.342
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,  ,  ,81,,,TITLUL XIX RAMBURSARI DE CREDITE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,  ,  ,81,,,I.Credite de angajament,2.500,1.282,1.315,1.342
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,  ,  ,81,,,II.Credite bugetare,2.500,1.282,1.315,1.342
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,01,,,,, Administratie centrala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,01,,,,,II.Credite bugetare,2.283.051,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,03,,,,, Reducerea si controlul poluarii,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,7401,03,,,,,II.Credite bugetare,2.851.014,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,,,,Partea a V-a ACTIUNI ECONOMICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,,,,I.Credite de angajament,203.130.509,52.247.574,38.562.798,39.342.909
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,,,,II.Credite bugetare,81.353.791,79.893.176,63.697.957,59.655.292
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,01,,,I.Credite de angajament,199.383.562,51.960.322,38.269.981,39.045.224
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,01,,,II.Credite bugetare,77.650.398,79.605.924,63.405.140,59.357.607
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,10,,,I.Credite de angajament,1.119.282,1.258.553,1.319.434,1.408.334
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,10,,,II.Credite bugetare,1.119.282,1.258.553,1.319.434,1.408.334
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,20,,,I.Credite de angajament,276.377,294.284,304.058,313.764
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,20,,,II.Credite bugetare,276.377,294.284,304.058,313.764
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,30,,,TITLUL III DOBANZI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,30,,,I.Credite de angajament,11.000,11.000,11.000,11.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,30,,,II.Credite bugetare,11.000,11.000,11.000,11.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,40,,,TITLUL IV SUBVENTII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,40,,,I.Credite de angajament,10.671.249,5.947.051,5.089.390,5.185.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,40,,,II.Credite bugetare,7.555.495,5.992.051,5.089.390,5.185.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE  ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,51,,,I.Credite de angajament,17.079.986,12.368.262,10.687.344,10.600.063
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,51,,,II.Credite bugetare,10.527.878,9.619.252,9.790.620,9.946.711
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,55,,,I.Credite de angajament,8.333.827,4.290.127,2.772.564,2.678.548
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,55,,,II.Credite bugetare,3.154.397,3.437.949,3.531.107,3.533.224
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,56,,,I.Credite de angajament,134.588.258,26.397.324,17.437.920,17.702.637
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,56,,,II.Credite bugetare,29.297.404,36.324.986,37.191.351,35.108.975
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,58,,,I.Credite de angajament,14.157.799,725.430,437.053,1.032.867
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,58,,,II.Credite bugetare,6.291.591,1.353.180,540.401,1.136.065
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,59,,,I.Credite de angajament,102.004,108.209,110.882,113.011
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,59,,,II.Credite bugetare,103.293,108.190,110.882,113.011
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,60,,,I.Credite de angajament,6.559.799,161.901,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,60,,,II.Credite bugetare,8.879.656,12.491.271,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,61,,,I.Credite de angajament,2.921.946,180.000,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,61,,,II.Credite bugetare,9.913.325,8.407.219,5.228.238,2.307.655
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,65,,,TITLUL XIV CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,65,,,I.Credite de angajament,3.562.035,218.181,100.336,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,65,,,II.Credite bugetare,520.700,307.989,288.659,293.868
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,70,,,I.Credite de angajament,3.228.228,154.829,156.977,159.148
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,70,,,II.Credite bugetare,3.184.674,154.829,156.977,159.148
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,71,,,I.Credite de angajament,228.228,154.829,156.977,159.148
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,71,,,II.Credite bugetare,184.674,154.829,156.977,159.148
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,72,,,TITLUL XVI ACTIVE FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,72,,,I.Credite de angajament,3.000.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,72,,,II.Credite bugetare,3.000.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,79,,,OPERATIUNI FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,79,,,I.Credite de angajament,518.719,132.423,135.840,138.537
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,79,,,II.Credite bugetare,518.719,132.423,135.840,138.537
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,80,,,TITLUL XVIII IMPRUMUTURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,80,,,I.Credite de angajament,391.000,1.000,1.000,1.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,80,,,II.Credite bugetare,391.000,1.000,1.000,1.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,81,,,TITLUL XIX RAMBURSARI DE CREDITE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,81,,,I.Credite de angajament,127.719,131.423,134.840,137.537
BUGETUL DE STAT,Anexa nr.1,00,Total,8000,01,  ,81,,,II.Credite bugetare,127.719,131.423,134.840,137.537
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,,,,,,"ACTIUNI GENERALE ECONOMICE, COMERCIALE SI DE MUNCA",,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,,,,,,I.Credite de angajament,13.679.020,1.785.100,882.147,831.695
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,,,,,,II.Credite bugetare,9.991.241,9.003.080,4.307.224,3.281.552
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,01,,,I.Credite de angajament,13.238.020,1.730.100,826.147,774.695
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,01,,,II.Credite bugetare,9.550.241,8.948.080,4.251.224,3.224.552
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,20,,,I.Credite de angajament,128.670,126.356,127.348,128.369
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,20,,,II.Credite bugetare,128.670,126.356,127.348,128.369
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,40,,,TITLUL IV SUBVENTII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,40,,,I.Credite de angajament,4.677.107,17.264,54.603,45.213
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,40,,,II.Credite bugetare,1.594.353,62.264,54.603,45.213
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,51,,,I.Credite de angajament,23.705,26.441,27.224,27.941
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,51,,,II.Credite bugetare,23.705,26.441,27.224,27.941
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,55,,,I.Credite de angajament,3.529.717,1.300.925,562.108,556.817
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,55,,,II.Credite bugetare,1.489.502,1.671.170,1.745.413,1.732.206
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,56,,,I.Credite de angajament,735.842,259.114,54.864,16.355
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,56,,,II.Credite bugetare,507.091,221.140,53.589,47.776
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,58,,,I.Credite de angajament,1.841.018,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,58,,,II.Credite bugetare,1.106.920,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,60,,,I.Credite de angajament,1.972.500,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,60,,,II.Credite bugetare,1.900.000,4.598.938,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,61,,,I.Credite de angajament,329.461,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,61,,,II.Credite bugetare,2.800.000,2.241.771,2.243.047,1.243.047
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,70,,,I.Credite de angajament,51.000,55.000,56.000,57.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,70,,,II.Credite bugetare,51.000,55.000,56.000,57.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,71,,,I.Credite de angajament,51.000,55.000,56.000,57.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,71,,,II.Credite bugetare,51.000,55.000,56.000,57.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,79,,,OPERATIUNI FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,79,,,I.Credite de angajament,390.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,79,,,II.Credite bugetare,390.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,80,,,TITLUL XVIII IMPRUMUTURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,80,,,I.Credite de angajament,390.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,  ,  ,80,,,II.Credite bugetare,390.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,,,,, Actiuni generale economice si comerciale,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,,,,,II.Credite bugetare,9.991.241,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,01,,,,  Administratie centrala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,01,,,,II.Credite bugetare,23.705,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,03,,,,  Meteorologie,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,03,,,,II.Credite bugetare,173.478,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,05,,,,  Sistemul national antigrindina,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,05,,,,II.Credite bugetare,226.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,07,,,,"  Sustinerea exportului, a mediului de afaceri si a tranzactiilor internationale",,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,07,,,,II.Credite bugetare,484.353,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,10,,,,  Programe de dezvoltare regionala si sociala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,10,,,,II.Credite bugetare,5.915.464,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,11,,,,  Rezerve de stat si de mobilizare,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,11,,,,II.Credite bugetare,67.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,12,,,, Ajutoare de stat,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,12,,,,II.Credite bugetare,907.944,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,30,,,,  Alte cheltuieli pentru actiuni generale economice si comerciale,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8001,01,30,,,,II.Credite bugetare,2.193.297,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,,,,,,COMBUSTIBILI SI ENERGIE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,,,,,,I.Credite de angajament,510.315,416.255,396.895,375.599
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,,,,,,II.Credite bugetare,510.315,416.255,396.895,375.599
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,  ,  ,01,,,I.Credite de angajament,510.315,416.255,396.895,375.599
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,  ,  ,01,,,II.Credite bugetare,510.315,416.255,396.895,375.599
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,  ,  ,20,,,I.Credite de angajament,500,515,515,515
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,  ,  ,20,,,II.Credite bugetare,500,515,515,515
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,  ,  ,55,,,I.Credite de angajament,509.815,415.740,396.380,375.084
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,  ,  ,55,,,II.Credite bugetare,509.815,415.740,396.380,375.084
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,50,,,,, Alte cheltuieli privind combustibili si energia,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8101,50,,,,,II.Credite bugetare,510.315,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,,,,,,"INDUSTRIA EXTRACTIVA, PRELUCRATOARE SI CONSTRUCTII",,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,,,,,,I.Credite de angajament,1.188.000,255.687,260.787,265.787
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,,,,,,II.Credite bugetare,1.188.000,255.687,260.787,265.787
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,01,,,I.Credite de angajament,188.000,255.687,260.787,265.787
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,01,,,II.Credite bugetare,188.000,255.687,260.787,265.787
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,40,,,TITLUL IV SUBVENTII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,40,,,I.Credite de angajament,80.000,129.787,134.787,139.787
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,40,,,II.Credite bugetare,80.000,129.787,134.787,139.787
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,55,,,I.Credite de angajament,108.000,125.900,126.000,126.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,55,,,II.Credite bugetare,108.000,125.900,126.000,126.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,70,,,I.Credite de angajament,1.000.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,70,,,II.Credite bugetare,1.000.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,72,,,TITLUL XVI ACTIVE FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,72,,,I.Credite de angajament,1.000.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,  ,  ,72,,,II.Credite bugetare,1.000.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,50,,,,, Alte cheltuieli in domeniul industriei,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8201,50,,,,,II.Credite bugetare,1.188.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,,,,,,"AGRICULTURA, SILVICULTURA, PISCICULTURA SI VANATOARE",,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,,,,,,I.Credite de angajament,38.326.959,28.854.550,26.235.895,26.544.333
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,,,,,,II.Credite bugetare,26.010.949,26.517.902,25.551.160,25.793.680
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,01,,,I.Credite de angajament,38.151.781,28.783.450,26.164.795,26.473.233
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,01,,,II.Credite bugetare,25.879.325,26.446.802,25.480.060,25.722.580
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,10,,,I.Credite de angajament,1.031.000,1.128.350,1.183.168,1.264.339
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,10,,,II.Credite bugetare,1.031.000,1.128.350,1.183.168,1.264.339
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,20,,,I.Credite de angajament,115.520,128.213,136.317,144.180
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,20,,,II.Credite bugetare,115.520,128.213,136.317,144.180
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,40,,,TITLUL IV SUBVENTII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,40,,,I.Credite de angajament,2.214.142,2.500.000,1.500.000,1.500.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,40,,,II.Credite bugetare,2.181.142,2.500.000,1.500.000,1.500.000
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,51,,,I.Credite de angajament,8.860.489,7.453.818,5.790.550,5.703.824
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,51,,,II.Credite bugetare,4.973.903,4.630.061,4.811.741,4.928.387
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,55,,,I.Credite de angajament,313.542,206.219,204.940,203.653
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,55,,,II.Credite bugetare,208.542,206.219,204.940,203.653
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,56,,,I.Credite de angajament,16.949.162,17.191.813,17.191.131,17.597.768
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,56,,,II.Credite bugetare,13.573.725,17.581.432,17.393.486,17.425.486
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,58,,,I.Credite de angajament,8.360.118,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,58,,,II.Credite bugetare,3.505.000,106.175,103.348,103.198
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,59,,,I.Credite de angajament,48.601,57.048,58.401,59.469
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,59,,,II.Credite bugetare,48.601,57.048,58.401,59.469
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,60,,,I.Credite de angajament,105.032,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,60,,,II.Credite bugetare,105.032,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,61,,,I.Credite de angajament,124.175,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,61,,,II.Credite bugetare,122.860,1.315,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,65,,,TITLUL XIV CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,65,,,I.Credite de angajament,30.000,117.989,100.288,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,65,,,II.Credite bugetare,14.000,107.989,88.659,93.868
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,70,,,I.Credite de angajament,174.178,70.100,70.100,70.100
BUGETUL DE STAT,Anexa nr.1,00,Total,8301,  ,  ,70,,,II.Credite bugetare,130.624,70.100,70.100,70.100
